MedID,Nome Comercial,Subs,FF,Dosage,TAIM,NewFilename,timestamp,filenameclean
5240,Ludiomil,Maprotilina,Comprimido revestido por película,25 mg,Amdipharm Ltd,LudiomilComprimido_revestido_por_película25_mg.pdf,20240325182605,LudiomilComprimido_revestido_por_película25_mg
5241,Ludiomil,Maprotilina,Comprimido revestido por película,50 mg,Amdipharm Ltd,LudiomilComprimido_revestido_por_película50_mg.pdf,20240325182605,LudiomilComprimido_revestido_por_película50_mg
5242,Ludiomil,Maprotilina,Comprimido revestido por película,75 mg,Amdipharm Ltd,LudiomilComprimido_revestido_por_película75_mg.pdf,20240325182605,LudiomilComprimido_revestido_por_película75_mg
5312,Maprotilina Ratiopharm 25 mg Comprimidos Revestidos MG,Maprotilina,Comprimido revestido,25 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Maprotilina_Ratiopharm_25_mg_Comprimidos_Revestidos_MGComprimido_revestido25_mg.pdf,20240325182605,Maprotilina_Ratiopharm_25_mg_Comprimidos_Revestidos_MGComprimido_revestido25_mg
5313,Maprotilina Ratiopharm 50 mg Comprimidos Revestidos MG,Maprotilina,Comprimido revestido,50 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Maprotilina_Ratiopharm_50_mg_Comprimidos_Revestidos_MGComprimido_revestido50_mg.pdf,20240325182605,Maprotilina_Ratiopharm_50_mg_Comprimidos_Revestidos_MGComprimido_revestido50_mg
5314,Maprotilina Ratiopharm 75 mg Comprimidos Revestidos MG,Maprotilina,Comprimido revestido,75 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Maprotilina_Ratiopharm_75_mg_Comprimidos_Revestidos_MGComprimido_revestido75_mg.pdf,20240325182605,Maprotilina_Ratiopharm_75_mg_Comprimidos_Revestidos_MGComprimido_revestido75_mg
43662,Celsentri,Maraviroc,Comprimido revestido por película,150 mg,ViiV Healthcare BV,CelsentriComprimido_revestido_por_película150_mg.pdf,20240325182605,CelsentriComprimido_revestido_por_película150_mg
43663,Celsentri,Maraviroc,Comprimido revestido por película,300 mg,ViiV Healthcare BV,CelsentriComprimido_revestido_por_película300_mg.pdf,20240325182605,CelsentriComprimido_revestido_por_película300_mg
6632,Pantelmin,Mebendazol,Comprimido,100 mg,"Johnson & Johnson, Lda.",PantelminComprimido100_mg.pdf,20240325182605,PantelminComprimido100_mg
6634,Pantelmin,Mebendazol,Suspensão oral,20 mg/ml,"Johnson & Johnson, Lda.",PantelminSuspensão_oral20_mg_ml.pdf,20240325182605,PantelminSuspensão_oral20_mg_ml
8536,Toloxim,Mebendazol,Comprimido,100 mg,"Moreno II - Produtos de Saúde, Lda.",ToloximComprimido100_mg.pdf,20240325182605,ToloximComprimido100_mg
8538,Toloxim,Mebendazol,Suspensão oral,20 mg/ml,"Moreno II - Produtos de Saúde, Lda.",ToloximSuspensão_oral20_mg_ml.pdf,20240325182605,ToloximSuspensão_oral20_mg_ml
2889,Duspatal Retard,Mebeverina,Cápsula de libertação prolongada,200 mg,"BGP Products, Unipessoal Lda.",Duspatal_RetardCápsula_de_libertação_prolongada200_mg.pdf,20240325182605,Duspatal_RetardCápsula_de_libertação_prolongada200_mg
636042,Mebeverina Aristo MG,Mebeverina,Cápsula de libertação modificada,200 mg,Aristo Pharma GmbH,Mebeverina_Aristo_MGCápsula_de_libertação_modificada200_mg.pdf,20240325182605,Mebeverina_Aristo_MGCápsula_de_libertação_modificada200_mg
41400,Increlex,Mecassermina,Solução injetável,10 mg/ml,Ipsen Pharma SAS,IncrelexSolução_injetável10_mg_ml.pdf,20240325182606,IncrelexSolução_injetável10_mg_ml
2418,Depo-Provera 150,Medroxiprogesterona,Suspensão injetável,150 mg/ml,"Laboratórios Pfizer, Lda.",Depo_Provera_150Suspensão_injetável150_mg_ml.pdf,20240325182606,Depo_Provera_150Suspensão_injetável150_mg_ml
10586,Mephaquin Lactab,Mefloquina,Comprimido revestido,250 mg,"Teva Pharma - Produtos Farmacêuticos, Lda.",Mephaquin_LactabComprimido_revestido250_mg.pdf,20240325182606,Mephaquin_LactabComprimido_revestido250_mg
30720,Megace,Megestrol,Suspensão oral,40 mg/ml,Bausch Health (Ireland) Limited,MegaceSuspensão_oral40_mg_ml.pdf,20240325182606,MegaceSuspensão_oral40_mg_ml
29731,Megestrol Generis,Megestrol,Comprimido,160 mg,Eugia Pharma (Malta) Limited,Megestrol_GenerisComprimido160_mg.pdf,20240325182606,Megestrol_GenerisComprimido160_mg
40881,Circadin,Melatonina,Comprimido de libertação prolongada,2 mg,RAD Neurim Pharmaceuticals EEC SARL,CircadinComprimido_de_libertação_prolongada2_mg.pdf,20240325182606,CircadinComprimido_de_libertação_prolongada2_mg
644424,Melatonina Pharma Nord,Melatonina,Comprimido revestido por película,3 mg,Pharma Nord ApS,Melatonina_Pharma_NordComprimido_revestido_por_película3_mg.pdf,20240325182606,Melatonina_Pharma_NordComprimido_revestido_por_película3_mg
623362,Melatonina Teva MG,Melatonina,Comprimido de libertação prolongada,2 mg,Teva B.V.,Melatonina_Teva_MGComprimido_de_libertação_prolongada2_mg.pdf,20240325182606,Melatonina_Teva_MGComprimido_de_libertação_prolongada2_mg
638506,Slenyto MP,Melatonina,Comprimido de libertação prolongada,1 mg,RAD Neurim Pharmaceuticals EEC SARL,Slenyto_MPComprimido_de_libertação_prolongada1_mg.pdf,20240325182606,Slenyto_MPComprimido_de_libertação_prolongada1_mg
638983,Slenyto MP,Melatonina,Comprimido de libertação prolongada,5 mg,RAD Neurim Pharmaceuticals EEC SARL,Slenyto_MPComprimido_de_libertação_prolongada5_mg.pdf,20240325182606,Slenyto_MPComprimido_de_libertação_prolongada5_mg
632346,Melfalano Tillomed MG,Melfalano,Pó e solvente para solução injetável ou para perfusão,50 mg/10 ml,Laboratorios Tillomed Spain S.L.U,Melfalano_Tillomed_MGPó_e_solvente_para_solução_injetável_ou_para_perfusão50_mg_10_ml.pdf,20240325182606,Melfalano_Tillomed_MGPó_e_solvente_para_solução_injetável_ou_para_perfusão50_mg_10_ml
38317,Meloxicam Ciclum MG,Meloxicam,Comprimido,15 mg,"Ciclum Farma Unipessoal, Lda.",Meloxicam_Ciclum_MGComprimido15_mg.pdf,20240325182606,Meloxicam_Ciclum_MGComprimido15_mg
38316,Meloxicam Ciclum MG,Meloxicam,Comprimido,7.5 mg,"Ciclum Farma Unipessoal, Lda.",Meloxicam_Ciclum_MGComprimido7_5_mg.pdf,20240325182606,Meloxicam_Ciclum_MGComprimido7_5_mg
51277,Meloxicam Generis MG,Meloxicam,Comprimido,15 mg,"Generis Farmacêutica, S.A.",Meloxicam_Generis_MGComprimido15_mg.pdf,20240325182606,Meloxicam_Generis_MGComprimido15_mg
51276,Meloxicam Generis MG,Meloxicam,Comprimido,7.5 mg,"Generis Farmacêutica, S.A.",Meloxicam_Generis_MGComprimido7_5_mg.pdf,20240325182606,Meloxicam_Generis_MGComprimido7_5_mg
38300,Meloxicam GP 15 mg Comprimidos MG,Meloxicam,Comprimido,15 mg,"GP - Genéricos Portugueses, Lda.",Meloxicam_GP_15_mg_Comprimidos_MGComprimido15_mg.pdf,20240325182607,Meloxicam_GP_15_mg_Comprimidos_MGComprimido15_mg
38299,"Meloxicam GP 7,5 mg Comprimidos MG",Meloxicam,Comprimido,7.5 mg,"GP - Genéricos Portugueses, Lda.",Meloxicam_GP_7_5_mg_Comprimidos_MGComprimido7_5_mg.pdf,20240325182607,Meloxicam_GP_7_5_mg_Comprimidos_MGComprimido7_5_mg
38500,Meloxicam Mylan MG,Meloxicam,Comprimido,15 mg,"Mylan, Lda.",Meloxicam_Mylan_MGComprimido15_mg.pdf,20240325182607,Meloxicam_Mylan_MGComprimido15_mg
38186,Meloxicam Mylan MG,Meloxicam,Comprimido,7.5 mg,"Mylan, Lda.",Meloxicam_Mylan_MGComprimido7_5_mg.pdf,20240325182607,Meloxicam_Mylan_MGComprimido7_5_mg
40294,Meloxicam ratiopharm MG,Meloxicam,Comprimido,15 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Meloxicam_ratiopharm_MGComprimido15_mg.pdf,20240325182607,Meloxicam_ratiopharm_MGComprimido15_mg
40289,Meloxicam ratiopharm MG,Meloxicam,Comprimido,7.5 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Meloxicam_ratiopharm_MGComprimido7_5_mg.pdf,20240325182607,Meloxicam_ratiopharm_MGComprimido7_5_mg
40709,Meloxicam Tetrafarma MG,Meloxicam,Comprimido,15 mg,"Tetrafarma - Produtos Farmacêuticos, Lda.",Meloxicam_Tetrafarma_MGComprimido15_mg.pdf,20240325182607,Meloxicam_Tetrafarma_MGComprimido15_mg
41480,Meloxicam Vitória MG,Meloxicam,Comprimido,15 mg,"Faes Farma Portugal, S.A.",Meloxicam_Vitória_MGComprimido15_mg.pdf,20240325182607,Meloxicam_Vitória_MGComprimido15_mg
41479,Meloxicam Vitória MG,Meloxicam,Comprimido,7.5 mg,"Faes Farma Portugal, S.A.",Meloxicam_Vitória_MGComprimido7_5_mg.pdf,20240325182607,Meloxicam_Vitória_MGComprimido7_5_mg
5750,Movalis,Meloxicam,Comprimido,15 mg,"Boehringer Ingelheim, Portugal Lda.",MovalisComprimido15_mg.pdf,20240325182607,MovalisComprimido15_mg
10305,Movalis,Meloxicam,Comprimido,7.5 mg,"Boehringer Ingelheim, Portugal Lda.",MovalisComprimido7_5_mg.pdf,20240325182607,MovalisComprimido7_5_mg
32163,Movalis,Meloxicam,Solução injetável,15 mg/1.5 ml,"Boehringer Ingelheim, Portugal Lda.",MovalisSolução_injetável15_mg_1_5_ml.pdf,20240325182607,MovalisSolução_injetável15_mg_1_5_ml
1274,Bunil,Melperona,Comprimido revestido por película,25 mg,MedilinK A/S,BunilComprimido_revestido_por_película25_mg.pdf,20240325182607,BunilComprimido_revestido_por_película25_mg
1275,Bunil,Melperona,Comprimido revestido por película,50 mg,MedilinK A/S,BunilComprimido_revestido_por_película50_mg.pdf,20240325182607,BunilComprimido_revestido_por_película50_mg
33157,Axura,Memantina,Comprimido revestido por película,10 mg,Merz Pharmaceuticals GmbH,AxuraComprimido_revestido_por_película10_mg.pdf,20240325182607,AxuraComprimido_revestido_por_película10_mg
46957,Axura,Memantina,Comprimido revestido por película,20 mg,Merz Pharmaceuticals GmbH,AxuraComprimido_revestido_por_película20_mg.pdf,20240325182608,AxuraComprimido_revestido_por_película20_mg
46609,Axura,Memantina,Solução oral,5 mg/0.5 ml,Merz Pharmaceuticals GmbH,AxuraSolução_oral5_mg_0_5_ml.pdf,20240325182608,AxuraSolução_oral5_mg_0_5_ml
46955,Ebixa,Memantina,Comprimido revestido por película,(5 mg)+(10 mg)+(15 mg)+(20 mg),H. Lundbeck A/S,EbixaComprimido_revestido_por_película5_mg+10_mg+15_mg+20_mg.pdf,20240325182608,EbixaComprimido_revestido_por_película5_mg+10_mg+15_mg+20_mg
34297,Ebixa,Memantina,Comprimido revestido por película,10 mg,H. Lundbeck A/S,EbixaComprimido_revestido_por_película10_mg.pdf,20240325182608,EbixaComprimido_revestido_por_película10_mg
46953,Ebixa,Memantina,Comprimido revestido por película,20 mg,H. Lundbeck A/S,EbixaComprimido_revestido_por_película20_mg.pdf,20240325182608,EbixaComprimido_revestido_por_película20_mg
34605,Ebixa,Memantina,Solução oral,5 mg/0.5 ml,H. Lundbeck A/S,EbixaSolução_oral5_mg_0_5_ml.pdf,20240325182608,EbixaSolução_oral5_mg_0_5_ml
672004,Mantinex MG,Memantina,Comprimido orodispersível,10 mg,"Neuraxpharm Spain, S.L.U.",Mantinex_MGComprimido_orodispersível10_mg.pdf,20240325182608,Mantinex_MGComprimido_orodispersível10_mg
672005,Mantinex MG,Memantina,Comprimido orodispersível,20 mg,"Neuraxpharm Spain, S.L.U.",Mantinex_MGComprimido_orodispersível20_mg.pdf,20240325182608,Mantinex_MGComprimido_orodispersível20_mg
671984,Mantinex MG,Memantina,Comprimido orodispersível,5 mg,"Neuraxpharm Spain, S.L.U.",Mantinex_MGComprimido_orodispersível5_mg.pdf,20240325182608,Mantinex_MGComprimido_orodispersível5_mg
56481,Memantina Alter MG,Memantina,Comprimido revestido por película,10 mg,"Alter, S.A.",Memantina_Alter_MGComprimido_revestido_por_película10_mg.pdf,20240325182608,Memantina_Alter_MGComprimido_revestido_por_película10_mg
56482,Memantina Alter MG,Memantina,Comprimido revestido por película,20 mg,"Alter, S.A.",Memantina_Alter_MGComprimido_revestido_por_película20_mg.pdf,20240325182608,Memantina_Alter_MGComprimido_revestido_por_película20_mg
56484,Memantina Aluzime MG,Memantina,Comprimido revestido por película,10 mg,"Alter, S.A.",Memantina_Aluzime_MGComprimido_revestido_por_película10_mg.pdf,20240325182608,Memantina_Aluzime_MGComprimido_revestido_por_película10_mg
56485,Memantina Aluzime MG,Memantina,Comprimido revestido por película,20 mg,"Alter, S.A.",Memantina_Aluzime_MGComprimido_revestido_por_película20_mg.pdf,20240325182608,Memantina_Aluzime_MGComprimido_revestido_por_película20_mg
56235,Memantina Aristo MG,Memantina,Comprimido revestido por película,10 mg,"Aristo Pharma Iberia, SL",Memantina_Aristo_MGComprimido_revestido_por_película10_mg.pdf,20240325182608,Memantina_Aristo_MGComprimido_revestido_por_película10_mg
56412,Memantina Aurobindo MG,Memantina,Comprimido revestido por película,10 mg,"Generis Farmacêutica, S.A.",Memantina_Aurobindo_MGComprimido_revestido_por_película10_mg.pdf,20240325182608,Memantina_Aurobindo_MGComprimido_revestido_por_película10_mg
56413,Memantina Aurobindo MG,Memantina,Comprimido revestido por película,20 mg,"Generis Farmacêutica, S.A.",Memantina_Aurobindo_MGComprimido_revestido_por_película20_mg.pdf,20240325182608,Memantina_Aurobindo_MGComprimido_revestido_por_película20_mg
56415,Memantina Aurovitas MG,Memantina,Comprimido revestido por película,10 mg,"Generis Farmacêutica, S.A.",Memantina_Aurovitas_MGComprimido_revestido_por_película10_mg.pdf,20240325182609,Memantina_Aurovitas_MGComprimido_revestido_por_película10_mg
56414,Memantina Aurovitas MG,Memantina,Comprimido revestido por película,20 mg,"Generis Farmacêutica, S.A.",Memantina_Aurovitas_MGComprimido_revestido_por_película20_mg.pdf,20240325182609,Memantina_Aurovitas_MGComprimido_revestido_por_película20_mg
56934,Memantina Bluepharma MG,Memantina,Comprimido revestido por película,10 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Memantina_Bluepharma_MGComprimido_revestido_por_película10_mg.pdf,20240325182609,Memantina_Bluepharma_MGComprimido_revestido_por_película10_mg
56935,Memantina Bluepharma MG,Memantina,Comprimido revestido por película,20 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Memantina_Bluepharma_MGComprimido_revestido_por_película20_mg.pdf,20240325182609,Memantina_Bluepharma_MGComprimido_revestido_por_película20_mg
56288,Memantina Ciclum MG,Memantina,Comprimido revestido por película,10 mg,"Ciclum Farma Unipessoal, Lda.",Memantina_Ciclum_MGComprimido_revestido_por_película10_mg.pdf,20240325182609,Memantina_Ciclum_MGComprimido_revestido_por_película10_mg
56289,Memantina Ciclum MG,Memantina,Comprimido revestido por película,20 mg,"Ciclum Farma Unipessoal, Lda.",Memantina_Ciclum_MGComprimido_revestido_por_película20_mg.pdf,20240325182609,Memantina_Ciclum_MGComprimido_revestido_por_película20_mg
56153,Memantina Farmoz MG,Memantina,Comprimido revestido por película,10 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Memantina_Farmoz_MGComprimido_revestido_por_película10_mg.pdf,20240325182609,Memantina_Farmoz_MGComprimido_revestido_por_película10_mg
56154,Memantina Farmoz MG,Memantina,Comprimido revestido por película,20 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Memantina_Farmoz_MGComprimido_revestido_por_película20_mg.pdf,20240325182609,Memantina_Farmoz_MGComprimido_revestido_por_película20_mg
630062,Memantina Generis MG,Memantina,Comprimido revestido por película,10 mg,"Generis Farmacêutica, S.A.",Memantina_Generis_MGComprimido_revestido_por_película10_mg.pdf,20240325182609,Memantina_Generis_MGComprimido_revestido_por_película10_mg
630082,Memantina Generis MG,Memantina,Comprimido revestido por película,20 mg,"Generis Farmacêutica, S.A.",Memantina_Generis_MGComprimido_revestido_por_película20_mg.pdf,20240325182609,Memantina_Generis_MGComprimido_revestido_por_película20_mg
56168,Memantina Jaba MG,Memantina,Comprimido revestido por película,10 mg,"Jaba Recordati, S.A.",Memantina_Jaba_MGComprimido_revestido_por_película10_mg.pdf,20240325182609,Memantina_Jaba_MGComprimido_revestido_por_película10_mg
56169,Memantina Jaba MG,Memantina,Comprimido revestido por película,20 mg,"Jaba Recordati, S.A.",Memantina_Jaba_MGComprimido_revestido_por_película20_mg.pdf,20240325182609,Memantina_Jaba_MGComprimido_revestido_por_película20_mg
56313,Memantina Krka MG,Memantina,Comprimido revestido por película,10 mg,"KRKA d.d., Novo mesto",Memantina_Krka_MGComprimido_revestido_por_película10_mg.pdf,20240325182609,Memantina_Krka_MGComprimido_revestido_por_película10_mg
56314,Memantina Krka MG,Memantina,Comprimido revestido por película,20 mg,"KRKA d.d., Novo mesto",Memantina_Krka_MGComprimido_revestido_por_película20_mg.pdf,20240325182609,Memantina_Krka_MGComprimido_revestido_por_película20_mg
57082,Memantina Mylan MG,Memantina,Comprimido revestido por película,10 mg,Mylan Pharmaceuticals Limited,Memantina_Mylan_MGComprimido_revestido_por_película10_mg,20240325182615,Memantina_Mylan_MGComprimido_revestido_por_película10_mg
572600,Memantina Mylan MG,Memantina,Comprimido revestido por película,20 mg,Mylan Pharmaceuticals Limited,Memantina_Mylan_MGComprimido_revestido_por_película20_mg,20240325182621,Memantina_Mylan_MGComprimido_revestido_por_película20_mg
56162,Memantina Pentafarma MG,Memantina,Comprimido revestido por película,10 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Memantina_Pentafarma_MGComprimido_revestido_por_película10_mg.pdf,20240325182627,Memantina_Pentafarma_MGComprimido_revestido_por_película10_mg
56163,Memantina Pentafarma MG,Memantina,Comprimido revestido por película,20 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Memantina_Pentafarma_MGComprimido_revestido_por_película20_mg.pdf,20240325182627,Memantina_Pentafarma_MGComprimido_revestido_por_película20_mg
56495,Memantina Pharmakern MG,Memantina,Comprimido,10 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Memantina_Pharmakern_MGComprimido10_mg.pdf,20240325182627,Memantina_Pharmakern_MGComprimido10_mg
56496,Memantina Pharmakern MG,Memantina,Comprimido,20 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Memantina_Pharmakern_MGComprimido20_mg.pdf,20240325182627,Memantina_Pharmakern_MGComprimido20_mg
575205,Memantina ratiopharm MG,Memantina,Comprimido revestido por película,10 mg,Ratiopharm GmbH,Memantina_ratiopharm_MGComprimido_revestido_por_película10_mg,20240325182627,Memantina_ratiopharm_MGComprimido_revestido_por_película10_mg
56141,Memantina TAD MG,Memantina,Comprimido revestido por película,10 mg,TAD pharma GmbH,Memantina_TAD_MGComprimido_revestido_por_película10_mg.pdf,20240325182634,Memantina_TAD_MGComprimido_revestido_por_película10_mg
56142,Memantina TAD MG,Memantina,Comprimido revestido por película,20 mg,TAD pharma GmbH,Memantina_TAD_MGComprimido_revestido_por_película20_mg.pdf,20240325182634,Memantina_TAD_MGComprimido_revestido_por_película20_mg
56435,Memantina Tecnigen MG,Memantina,Comprimido revestido por película,10 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Memantina_Tecnigen_MGComprimido_revestido_por_película10_mg.pdf,20240325182634,Memantina_Tecnigen_MGComprimido_revestido_por_película10_mg
56436,Memantina Tecnigen MG,Memantina,Comprimido revestido por película,20 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Memantina_Tecnigen_MGComprimido_revestido_por_película20_mg.pdf,20240325182634,Memantina_Tecnigen_MGComprimido_revestido_por_película20_mg
56250,Memantina Teva MG,Memantina,Comprimido revestido por película,10 mg,Teva B.V.,Memantina_Teva_MGComprimido_revestido_por_película10_mg.pdf,20240325182634,Memantina_Teva_MGComprimido_revestido_por_película10_mg
56251,Memantina Teva MG,Memantina,Comprimido revestido por película,20 mg,Teva B.V.,Memantina_Teva_MGComprimido_revestido_por_película20_mg.pdf,20240325182634,Memantina_Teva_MGComprimido_revestido_por_película20_mg
56401,Memantina toLife MG,Memantina,Comprimido revestido por película,10 mg,"Towa Pharmaceutical, S.A.",Memantina_toLife_MGComprimido_revestido_por_película10_mg.pdf,20240325182634,Memantina_toLife_MGComprimido_revestido_por_película10_mg
56402,Memantina toLife MG,Memantina,Comprimido revestido por película,20 mg,"Towa Pharmaceutical, S.A.",Memantina_toLife_MGComprimido_revestido_por_película20_mg.pdf,20240325182634,Memantina_toLife_MGComprimido_revestido_por_película20_mg
56356,Memantina Vitória MG,Memantina,Comprimido revestido por película,10 mg,"Faes Farma Portugal, S.A.",Memantina_Vitória_MGComprimido_revestido_por_película10_mg.pdf,20240325182634,Memantina_Vitória_MGComprimido_revestido_por_película10_mg
56357,Memantina Vitória MG,Memantina,Comprimido revestido por película,20 mg,"Faes Farma Portugal, S.A.",Memantina_Vitória_MGComprimido_revestido_por_película20_mg.pdf,20240325182634,Memantina_Vitória_MGComprimido_revestido_por_película20_mg
56152,Memantina Zentiva MG,Memantina,Comprimido revestido por película,10 mg,"Zentiva Portugal, Lda.",Memantina_Zentiva_MGComprimido_revestido_por_película10_mg.pdf,20240325182634,Memantina_Zentiva_MGComprimido_revestido_por_película10_mg
56151,Memantina Zentiva MG,Memantina,Comprimido revestido por película,20 mg,"Zentiva Portugal, Lda.",Memantina_Zentiva_MGComprimido_revestido_por_película20_mg.pdf,20240325182634,Memantina_Zentiva_MGComprimido_revestido_por_película20_mg
11570,Isogaíne,Mepivacaína,Solução injetável,30 mg/ml,"Laboratórios Clarben, S.A.",IsogaíneSolução_injetável30_mg_ml.pdf,20240325182634,IsogaíneSolução_injetável30_mg_ml
24171,Mepivacaína 2% Braun,Mepivacaína,Solução injetável,200 mg/10 ml,"B. Braun Medical, Unipessoal Lda.",Mepivacaína_2%_BraunSolução_injetável200_mg_10_ml,20240325182634,Mepivacaína_2%_BraunSolução_injetável200_mg_10_ml
48807,Mepivacaína Normon MG,Mepivacaína,Solução injetável,30 mg/ml,"Laboratórios Normon, S.A.",Mepivacaína_Normon_MGSolução_injetável30_mg_ml.pdf,20240325182635,Mepivacaína_Normon_MGSolução_injetável30_mg_ml
7784,Scandinibsa 3%,Mepivacaína,Solução injetável,30 mg/ml,"Laboratórios Inibsa, S.A.",Scandinibsa_3%Solução_injetável30_mg_ml.pdf,20240325182635,Scandinibsa_3%Solução_injetável30_mg_ml
43795,Scandonest,Mepivacaína,Solução injetável,30 mg/ml,Septodont,ScandonestSolução_injetável30_mg_ml.pdf,20240325182635,ScandonestSolução_injetável30_mg_ml
7783,Scandinibsa 2% Epinefrina,Mepivacaína + Adrenalina,Solução injetável,36 mg/1.8 ml + 0.018 mg/1.8 ml,"Laboratórios Inibsa, S.A.",Scandinibsa_2%_EpinefrinaSolução_injetável36_mg_1_8_ml_+_0_018_mg_1_8_ml.pdf,20240325182635,Scandinibsa_2%_EpinefrinaSolução_injetável36_mg_1_8_ml_+_0_018_mg_1_8_ml
646084,Nucala,Mepolizumab,Solução injetável em caneta pré-cheia,100 mg/1 ml,"GlaxoSmithKline Trading Services, Ltd.",NucalaSolução_injetável_em_caneta_pré_cheia100_mg_1_ml.pdf,20240325182635,NucalaSolução_injetável_em_caneta_pré_cheia100_mg_1_ml
646064,Nucala,Mepolizumab,Solução injetável em seringa pré-cheia,100 mg/1 ml,"GlaxoSmithKline Trading Services, Ltd.",NucalaSolução_injetável_em_seringa_pré_cheia100_mg_1_ml.pdf,20240325182635,NucalaSolução_injetável_em_seringa_pré_cheia100_mg_1_ml
2284,Cystagon,Mercaptamina,Cápsula,150 mg,Recordati Rare Diseases,CystagonCápsula150_mg.pdf,20240325182635,CystagonCápsula150_mg
2283,Cystagon,Mercaptamina,Cápsula,50 mg,Recordati Rare Diseases,CystagonCápsula50_mg.pdf,20240325182635,CystagonCápsula50_mg
636064,Mercaptopurina Silver MG,Mercaptopurina,Comprimido,50 mg,"Silver Pharma, SL",Mercaptopurina_Silver_MGComprimido50_mg.pdf,20240325182635,Mercaptopurina_Silver_MGComprimido50_mg
666965,Meropenem Atral MG,Meropenem,Pó para solução injetável ou para perfusão,1000 mg,"Laboratórios Atral, S.A.",Meropenem_Atral_MGPó_para_solução_injetável_ou_para_perfusão1000_mg.pdf,20240325182635,Meropenem_Atral_MGPó_para_solução_injetável_ou_para_perfusão1000_mg
666964,Meropenem Atral MG,Meropenem,Pó para solução injetável ou para perfusão,500 mg,"Laboratórios Atral, S.A.",Meropenem_Atral_MGPó_para_solução_injetável_ou_para_perfusão500_mg.pdf,20240325182635,Meropenem_Atral_MGPó_para_solução_injetável_ou_para_perfusão500_mg
590548,Meropenem Aurovitas MG,Meropenem,Pó para solução injetável ou para perfusão,1000 mg,Eugia Pharma (Malta) Limited,Meropenem_Aurovitas_MGPó_para_solução_injetável_ou_para_perfusão1000_mg.pdf,20240325182635,Meropenem_Aurovitas_MGPó_para_solução_injetável_ou_para_perfusão1000_mg
590547,Meropenem Aurovitas MG,Meropenem,Pó para solução injetável ou para perfusão,500 mg,Eugia Pharma (Malta) Limited,Meropenem_Aurovitas_MGPó_para_solução_injetável_ou_para_perfusão500_mg.pdf,20240325182635,Meropenem_Aurovitas_MGPó_para_solução_injetável_ou_para_perfusão500_mg
47237,Meropenem Hikma MG,Meropenem,Pó para solução injetável ou para perfusão,1000 mg,"Hikma Farmacêutica (Portugal), S.A.",Meropenem_Hikma_MGPó_para_solução_injetável_ou_para_perfusão1000_mg.pdf,20240325182635,Meropenem_Hikma_MGPó_para_solução_injetável_ou_para_perfusão1000_mg
47236,Meropenem Hikma MG,Meropenem,Pó para solução injetável ou para perfusão,500 mg,"Hikma Farmacêutica (Portugal), S.A.",Meropenem_Hikma_MGPó_para_solução_injetável_ou_para_perfusão500_mg.pdf,20240325182636,Meropenem_Hikma_MGPó_para_solução_injetável_ou_para_perfusão500_mg
49332,Meropenem Kabi MG,Meropenem,Pó para solução injetável ou para perfusão,1000 mg,"Fresenius Kabi Pharma Portugal, Lda.",Meropenem_Kabi_MGPó_para_solução_injetável_ou_para_perfusão1000_mg.pdf,20240325182636,Meropenem_Kabi_MGPó_para_solução_injetável_ou_para_perfusão1000_mg
49331,Meropenem Kabi MG,Meropenem,Pó para solução injetável ou para perfusão,500 mg,"Fresenius Kabi Pharma Portugal, Lda.",Meropenem_Kabi_MGPó_para_solução_injetável_ou_para_perfusão500_mg.pdf,20240325182636,Meropenem_Kabi_MGPó_para_solução_injetável_ou_para_perfusão500_mg
619423,Suknam MG,Meropenem,Pó para solução injetável ou para perfusão,1000 mg,"Medochemie Iberia, S.A.",Suknam_MGPó_para_solução_injetável_ou_para_perfusão1000_mg.pdf,20240325182636,Suknam_MGPó_para_solução_injetável_ou_para_perfusão1000_mg
619422,Suknam MG,Meropenem,Pó para solução injetável ou para perfusão,500 mg,"Medochemie Iberia, S.A.",Suknam_MGPó_para_solução_injetável_ou_para_perfusão500_mg.pdf,20240325182636,Suknam_MGPó_para_solução_injetável_ou_para_perfusão500_mg
8942,Uromitexan,Mesna,Solução injetável,400 mg/4 ml,"Baxter Médico-Farmacêutica, Lda.",UromitexanSolução_injetável400_mg_4_ml.pdf,20240325182636,UromitexanSolução_injetável400_mg_4_ml
